stdID,mid-term,final,faculty,department
std626,76,67,FEN EDEBİYAT FAKÜLTESİ,Matematik
std627,68,57,FEN EDEBİYAT FAKÜLTESİ,Matematik
std628,65,65,FEN EDEBİYAT FAKÜLTESİ,Matematik
std629,79,76,FEN EDEBİYAT FAKÜLTESİ,Matematik
std630,52,67,FEN EDEBİYAT FAKÜLTESİ,Matematik
std631,70,79,FEN EDEBİYAT FAKÜLTESİ,Matematik
std632,70,61,FEN EDEBİYAT FAKÜLTESİ,Matematik
std633,60,62,FEN EDEBİYAT FAKÜLTESİ,Matematik
std634,80,68,FEN EDEBİYAT FAKÜLTESİ,Matematik
std635,70,67,FEN EDEBİYAT FAKÜLTESİ,Matematik
std636,45,56,FEN EDEBİYAT FAKÜLTESİ,Matematik
std637,82,88,FEN EDEBİYAT FAKÜLTESİ,Matematik
std638,58,76,FEN EDEBİYAT FAKÜLTESİ,Matematik
std639,71,74,FEN EDEBİYAT FAKÜLTESİ,Matematik
std640,82,73,FEN EDEBİYAT FAKÜLTESİ,Matematik
std641,33,71,FEN EDEBİYAT FAKÜLTESİ,Matematik
std642,79,77,FEN EDEBİYAT FAKÜLTESİ,Matematik
std643,85,82,FEN EDEBİYAT FAKÜLTESİ,Matematik
std644,82,82,FEN EDEBİYAT FAKÜLTESİ,Matematik
std645,36,27,FEN EDEBİYAT FAKÜLTESİ,Matematik
std646,59,68,FEN EDEBİYAT FAKÜLTESİ,Matematik
std647,76,76,FEN EDEBİYAT FAKÜLTESİ,Matematik
std648,70,77,FEN EDEBİYAT FAKÜLTESİ,Tarih (İÖ)
std649,67,78,FEN EDEBİYAT FAKÜLTESİ,Tarih (İÖ)
std650,68,74,FEN EDEBİYAT FAKÜLTESİ,Tarih (İÖ)
std651,41,83,FEN EDEBİYAT FAKÜLTESİ,Tarih (İÖ)
std652,70,57,FEN EDEBİYAT FAKÜLTESİ,Tarih (İÖ)
std653,42,66,FEN EDEBİYAT FAKÜLTESİ,Tarih (İÖ)
std654,70,68,FEN EDEBİYAT FAKÜLTESİ,Tarih (İÖ)
std655,53,77,FEN EDEBİYAT FAKÜLTESİ,Tarih (İÖ)
std656,55,84,FEN EDEBİYAT FAKÜLTESİ,Tarih (İÖ)
std657,56,49,FEN EDEBİYAT FAKÜLTESİ,Tarih (İÖ)
std658,47,68,FEN EDEBİYAT FAKÜLTESİ,Tarih (İÖ)
std659,36,78,FEN EDEBİYAT FAKÜLTESİ,Tarih (İÖ)
std660,53,69,FEN EDEBİYAT FAKÜLTESİ,Tarih (İÖ)
std661,60,49,FEN EDEBİYAT FAKÜLTESİ,Tarih (İÖ)
std662,70,83,FEN EDEBİYAT FAKÜLTESİ,Tarih (İÖ)
std663,59,63,FEN EDEBİYAT FAKÜLTESİ,Tarih (İÖ)
std664,74,72,FEN EDEBİYAT FAKÜLTESİ,Tarih (İÖ)
std665,53,63,FEN EDEBİYAT FAKÜLTESİ,Tarih (İÖ)
std666,77,69,FEN EDEBİYAT FAKÜLTESİ,Tarih (İÖ)
std667,76,76,FEN EDEBİYAT FAKÜLTESİ,Tarih (İÖ)
std668,64,65,FEN EDEBİYAT FAKÜLTESİ,Tarih (İÖ)
std669,62,71,FEN EDEBİYAT FAKÜLTESİ,Tarih (İÖ)
std670,51,75,FEN EDEBİYAT FAKÜLTESİ,Tarih (İÖ)
std671,48,77,FEN EDEBİYAT FAKÜLTESİ,Tarih (İÖ)
std672,58,69,FEN EDEBİYAT FAKÜLTESİ,Tarih (İÖ)
std673,54,74,FEN EDEBİYAT FAKÜLTESİ,Tarih (İÖ)
std674,61,68,FEN EDEBİYAT FAKÜLTESİ,Tarih (İÖ)
std675,40,52,FEN EDEBİYAT FAKÜLTESİ,Tarih (İÖ)
std676,67,65,FEN EDEBİYAT FAKÜLTESİ,Tarih (İÖ)
std677,52,86,FEN EDEBİYAT FAKÜLTESİ,Tarih (İÖ)
std678,62,66,FEN EDEBİYAT FAKÜLTESİ,Tarih (İÖ)
std679,48,58,FEN EDEBİYAT FAKÜLTESİ,Tarih (İÖ)
std680,47,62,FEN EDEBİYAT FAKÜLTESİ,Tarih (İÖ)
std681,64,37,FEN EDEBİYAT FAKÜLTESİ,Tarih (İÖ)
std682,54,77,FEN EDEBİYAT FAKÜLTESİ,Tarih (İÖ)
std683,33,66,FEN EDEBİYAT FAKÜLTESİ,Tarih (İÖ)
std684,79,75,FEN EDEBİYAT FAKÜLTESİ,Tarih (İÖ)
std685,59,71,FEN EDEBİYAT FAKÜLTESİ,Tarih (İÖ)
std686,44,62,FEN EDEBİYAT FAKÜLTESİ,Tarih (İÖ)
std687,60,69,FEN EDEBİYAT FAKÜLTESİ,Tarih (İÖ)
std688,55,60,FEN EDEBİYAT FAKÜLTESİ,Tarih (İÖ)
std689,59,69,FEN EDEBİYAT FAKÜLTESİ,Tarih (İÖ)
std690,68,85,FEN EDEBİYAT FAKÜLTESİ,Tarih (İÖ)
std691,61,69,FEN EDEBİYAT FAKÜLTESİ,Tarih (İÖ)
std692,61,74,FEN EDEBİYAT FAKÜLTESİ,Tarih (İÖ)
std693,55,75,FEN EDEBİYAT FAKÜLTESİ,Tarih (İÖ)
std694,61,77,FEN EDEBİYAT FAKÜLTESİ,Tarih (İÖ)
std695,63,74,FEN EDEBİYAT FAKÜLTESİ,Tarih (İÖ)
std696,64,63,FEN EDEBİYAT FAKÜLTESİ,Tarih (İÖ)
std697,73,71,FEN EDEBİYAT FAKÜLTESİ,Tarih (İÖ)
std698,64,86,FEN EDEBİYAT FAKÜLTESİ,Tarih (İÖ)
std699,70,87,FEN EDEBİYAT FAKÜLTESİ,Tarih (İÖ)
std700,61,63,FEN EDEBİYAT FAKÜLTESİ,Tarih (İÖ)
std701,51,66,FEN EDEBİYAT FAKÜLTESİ,Arkeoloji
std702,40,73,FEN EDEBİYAT FAKÜLTESİ,Arkeoloji
std703,73,73,FEN EDEBİYAT FAKÜLTESİ,Antropoloji
std704,55,65,FEN EDEBİYAT FAKÜLTESİ,Antropoloji
std705,53,80,FEN EDEBİYAT FAKÜLTESİ,Coğrafya
std706,54,95,FEN EDEBİYAT FAKÜLTESİ,Coğrafya
std707,65,61,FEN EDEBİYAT FAKÜLTESİ,Coğrafya
std708,79,83,FEN EDEBİYAT FAKÜLTESİ,Coğrafya
std709,59,74,FEN EDEBİYAT FAKÜLTESİ,Coğrafya
std710,67,80,FEN EDEBİYAT FAKÜLTESİ,Coğrafya
std711,51,68,FEN EDEBİYAT FAKÜLTESİ,Coğrafya
std712,61,74,FEN EDEBİYAT FAKÜLTESİ,Coğrafya
std713,70,86,FEN EDEBİYAT FAKÜLTESİ,Coğrafya
std714,85,86,FEN EDEBİYAT FAKÜLTESİ,Coğrafya
std715,64,71,FEN EDEBİYAT FAKÜLTESİ,Coğrafya
std716,58,77,FEN EDEBİYAT FAKÜLTESİ,Coğrafya
std717,70,59,FEN EDEBİYAT FAKÜLTESİ,Coğrafya
std718,64,66,FEN EDEBİYAT FAKÜLTESİ,Coğrafya
std719,71,63,FEN EDEBİYAT FAKÜLTESİ,Coğrafya
std720,61,74,FEN EDEBİYAT FAKÜLTESİ,Coğrafya
std721,70,71,FEN EDEBİYAT FAKÜLTESİ,Coğrafya
std722,61,80,FEN EDEBİYAT FAKÜLTESİ,Coğrafya
std723,52,74,FEN EDEBİYAT FAKÜLTESİ,Coğrafya
std724,61,95,FEN EDEBİYAT FAKÜLTESİ,Coğrafya
std725,73,77,FEN EDEBİYAT FAKÜLTESİ,Coğrafya
std726,50,77,FEN EDEBİYAT FAKÜLTESİ,Coğrafya
std727,61,65,FEN EDEBİYAT FAKÜLTESİ,Coğrafya
std728,61,80,FEN EDEBİYAT FAKÜLTESİ,Coğrafya
std729,52,89,FEN EDEBİYAT FAKÜLTESİ,Coğrafya
std730,50,86,FEN EDEBİYAT FAKÜLTESİ,Coğrafya
std731,61,74,FEN EDEBİYAT FAKÜLTESİ,Coğrafya
std732,63,71,FEN EDEBİYAT FAKÜLTESİ,Coğrafya
std733,64,81,FEN EDEBİYAT FAKÜLTESİ,Coğrafya
std734,74,69,FEN EDEBİYAT FAKÜLTESİ,Coğrafya
std735,55,66,FEN EDEBİYAT FAKÜLTESİ,Coğrafya
std736,70,80,FEN EDEBİYAT FAKÜLTESİ,Coğrafya
std737,62,63,FEN EDEBİYAT FAKÜLTESİ,Coğrafya
std738,70,87,FEN EDEBİYAT FAKÜLTESİ,Coğrafya
std739,64,80,FEN EDEBİYAT FAKÜLTESİ,Coğrafya
std740,57,66,FEN EDEBİYAT FAKÜLTESİ,Coğrafya
std741,74,74,FEN EDEBİYAT FAKÜLTESİ,Coğrafya
std742,48,55,FEN EDEBİYAT FAKÜLTESİ,Coğrafya
std743,60,69,FEN EDEBİYAT FAKÜLTESİ,Coğrafya
std744,56,78,FEN EDEBİYAT FAKÜLTESİ,Coğrafya
std745,62,60,FEN EDEBİYAT FAKÜLTESİ,Coğrafya
std746,76,77,FEN EDEBİYAT FAKÜLTESİ,Coğrafya
std747,76,83,FEN EDEBİYAT FAKÜLTESİ,Coğrafya
std748,68,80,FEN EDEBİYAT FAKÜLTESİ,Coğrafya
std749,65,66,FEN EDEBİYAT FAKÜLTESİ,Coğrafya
std750,48,72,FEN EDEBİYAT FAKÜLTESİ,Coğrafya
std751,53,74,FEN EDEBİYAT FAKÜLTESİ,Coğrafya
std752,39,34,FEN EDEBİYAT FAKÜLTESİ,Coğrafya
std753,76,77,FEN EDEBİYAT FAKÜLTESİ,Coğrafya
std754,67,83,FEN EDEBİYAT FAKÜLTESİ,Coğrafya
std755,70,89,FEN EDEBİYAT FAKÜLTESİ,Coğrafya
std756,70,77,FEN EDEBİYAT FAKÜLTESİ,Coğrafya
std757,70,77,FEN EDEBİYAT FAKÜLTESİ,Coğrafya
std758,40,74,FEN EDEBİYAT FAKÜLTESİ,Felsefe
std759,65,75,FEN EDEBİYAT FAKÜLTESİ,Felsefe
std760,66,90,FEN EDEBİYAT FAKÜLTESİ,Tarih
std761,60,63,FEN EDEBİYAT FAKÜLTESİ,Tarih
std762,57,74,FEN EDEBİYAT FAKÜLTESİ,Tarih
std763,42,58,FEN EDEBİYAT FAKÜLTESİ,Tarih
std764,63,66,FEN EDEBİYAT FAKÜLTESİ,Tarih
std765,48,50,FEN EDEBİYAT FAKÜLTESİ,Tarih
std766,73,81,FEN EDEBİYAT FAKÜLTESİ,Tarih
std767,27,57,FEN EDEBİYAT FAKÜLTESİ,Tarih
std768,36,71,FEN EDEBİYAT FAKÜLTESİ,Tarih
std769,58,68,FEN EDEBİYAT FAKÜLTESİ,Tarih
std770,39,74,FEN EDEBİYAT FAKÜLTESİ,Tarih
std771,25,43,FEN EDEBİYAT FAKÜLTESİ,Tarih
std772,63,59,FEN EDEBİYAT FAKÜLTESİ,Tarih
std773,79,71,FEN EDEBİYAT FAKÜLTESİ,Tarih
std774,54,65,FEN EDEBİYAT FAKÜLTESİ,Tarih
std775,33,49,FEN EDEBİYAT FAKÜLTESİ,Tarih
std776,61,53,FEN EDEBİYAT FAKÜLTESİ,Tarih
std777,58,78,FEN EDEBİYAT FAKÜLTESİ,Tarih
std778,58,65,FEN EDEBİYAT FAKÜLTESİ,Tarih
std779,59,86,FEN EDEBİYAT FAKÜLTESİ,Tarih
std780,52,67,FEN EDEBİYAT FAKÜLTESİ,Tarih
std781,39,74,FEN EDEBİYAT FAKÜLTESİ,Tarih
std782,58,73,FEN EDEBİYAT FAKÜLTESİ,Tarih
std783,36,73,FEN EDEBİYAT FAKÜLTESİ,Tarih
std784,36,67,FEN EDEBİYAT FAKÜLTESİ,Tarih
std785,85,77,FEN EDEBİYAT FAKÜLTESİ,Tarih
std786,64,68,FEN EDEBİYAT FAKÜLTESİ,Tarih
std787,42,57,FEN EDEBİYAT FAKÜLTESİ,Tarih
std788,53,65,FEN EDEBİYAT FAKÜLTESİ,Tarih
std789,48,69,FEN EDEBİYAT FAKÜLTESİ,Tarih
std790,30,50,FEN EDEBİYAT FAKÜLTESİ,Tarih
std791,48,66,FEN EDEBİYAT FAKÜLTESİ,Tarih
std792,61,50,FEN EDEBİYAT FAKÜLTESİ,Tarih
std793,42,72,FEN EDEBİYAT FAKÜLTESİ,Tarih
std794,73,80,FEN EDEBİYAT FAKÜLTESİ,Tarih
std795,70,74,FEN EDEBİYAT FAKÜLTESİ,Tarih
std796,64,75,FEN EDEBİYAT FAKÜLTESİ,Tarih
std797,45,63,FEN EDEBİYAT FAKÜLTESİ,Tarih
std798,48,81,FEN EDEBİYAT FAKÜLTESİ,Tarih
std799,64,60,FEN EDEBİYAT FAKÜLTESİ,Tarih
std800,61,79,FEN EDEBİYAT FAKÜLTESİ,Tarih
std801,70,60,FEN EDEBİYAT FAKÜLTESİ,Tarih
std802,12,46,FEN EDEBİYAT FAKÜLTESİ,Tarih
std803,39,61,FEN EDEBİYAT FAKÜLTESİ,Tarih
std804,33,61,FEN EDEBİYAT FAKÜLTESİ,Tarih
std805,58,84,FEN EDEBİYAT FAKÜLTESİ,Tarih
std806,66,74,FEN EDEBİYAT FAKÜLTESİ,Tarih
std807,54,68,FEN EDEBİYAT FAKÜLTESİ,Tarih
std808,59,80,FEN EDEBİYAT FAKÜLTESİ,Tarih
std809,62,60,FEN EDEBİYAT FAKÜLTESİ,Tarih
std810,64,70,FEN EDEBİYAT FAKÜLTESİ,Tarih
std811,37,31,FEN EDEBİYAT FAKÜLTESİ,Tarih
std812,52,58,FEN EDEBİYAT FAKÜLTESİ,Tarih
std813,64,62,FEN EDEBİYAT FAKÜLTESİ,Tarih
std814,84,72,ZİRAAT FAKÜLTESİ,Bahçe Bitkileri
std815,96,60,ZİRAAT FAKÜLTESİ,Bahçe Bitkileri
std816,88,68,ZİRAAT FAKÜLTESİ,Bahçe Bitkileri
std817,76,84,ZİRAAT FAKÜLTESİ,Bahçe Bitkileri
std818,82,80,ZİRAAT FAKÜLTESİ,Bahçe Bitkileri
std819,82,68,ZİRAAT FAKÜLTESİ,Bahçe Bitkileri
std820,86,64,ZİRAAT FAKÜLTESİ,Bahçe Bitkileri
std821,80,72,ZİRAAT FAKÜLTESİ,Bahçe Bitkileri
std822,60,60,ZİRAAT FAKÜLTESİ,Bahçe Bitkileri
std823,84,76,ZİRAAT FAKÜLTESİ,Bitki Koruma
std824,88,76,ZİRAAT FAKÜLTESİ,Bitki Koruma
std825,72,80,ZİRAAT FAKÜLTESİ,Bitki Koruma
std826,96,60,ZİRAAT FAKÜLTESİ,Bitki Koruma
std827,84,76,ZİRAAT FAKÜLTESİ,Bitki Koruma
std828,72,72,ZİRAAT FAKÜLTESİ,Bitki Koruma
std829,60,60,ZİRAAT FAKÜLTESİ,Bitki Koruma
std830,80,94,ZİRAAT FAKÜLTESİ,Bitki Koruma
std831,84,92,ZİRAAT FAKÜLTESİ,Bitki Koruma
std832,72,84,ZİRAAT FAKÜLTESİ,Bitki Koruma
std833,80,68,ZİRAAT FAKÜLTESİ,Bitki Koruma
std834,76,64,ZİRAAT FAKÜLTESİ,Bitki Koruma
std835,84,80,ZİRAAT FAKÜLTESİ,Bitki Koruma
std836,84,76,ZİRAAT FAKÜLTESİ,Bitki Koruma
std837,64,60,ZİRAAT FAKÜLTESİ,Bitki Koruma
std838,64,84,ZİRAAT FAKÜLTESİ,Bitki Koruma
std839,80,76,ZİRAAT FAKÜLTESİ,Bitki Koruma
std840,68,68,ZİRAAT FAKÜLTESİ,Bitki Koruma
std841,72,64,ZİRAAT FAKÜLTESİ,Bitki Koruma
std842,80,84,ZİRAAT FAKÜLTESİ,Bitki Koruma
std843,80,64,ZİRAAT FAKÜLTESİ,Bitki Koruma
std844,84,68,ZİRAAT FAKÜLTESİ,Bitki Koruma
std845,80,68,ZİRAAT FAKÜLTESİ,Bitki Koruma
std846,52,92,ZİRAAT FAKÜLTESİ,Bitki Koruma
std847,84,64,ZİRAAT FAKÜLTESİ,Bitki Koruma
std848,72,80,ZİRAAT FAKÜLTESİ,Bitki Koruma
std849,64,80,ZİRAAT FAKÜLTESİ,Bitki Koruma
std850,68,72,ZİRAAT FAKÜLTESİ,Bitki Koruma
std851,72,80,ZİRAAT FAKÜLTESİ,Bitki Koruma
std852,88,100,ZİRAAT FAKÜLTESİ,Tarla Bitkileri
std853,80,46,ZİRAAT FAKÜLTESİ,Tarla Bitkileri
std854,84,86,ZİRAAT FAKÜLTESİ,Tarla Bitkileri
std855,96,90,ZİRAAT FAKÜLTESİ,Tarla Bitkileri
std856,76,94,ZİRAAT FAKÜLTESİ,Tarla Bitkileri
std857,70,94,ZİRAAT FAKÜLTESİ,Tarla Bitkileri
std858,88,70,ZİRAAT FAKÜLTESİ,Tarla Bitkileri
std859,68,70,ZİRAAT FAKÜLTESİ,Tarla Bitkileri
std860,60,74,ZİRAAT FAKÜLTESİ,Tarla Bitkileri
std861,92,94,ZİRAAT FAKÜLTESİ,Tarla Bitkileri
std862,64,84,ZİRAAT FAKÜLTESİ,Tarla Bitkileri
std863,72,60,ZİRAAT FAKÜLTESİ,Tarım Ekonomisi
std864,80,84,ZİRAAT FAKÜLTESİ,Tarım Ekonomisi
std865,84,80,ZİRAAT FAKÜLTESİ,Tarım Ekonomisi
std866,96,84,ZİRAAT FAKÜLTESİ,Tarım Ekonomisi
std867,88,68,ZİRAAT FAKÜLTESİ,Tarım Ekonomisi
std868,80,72,ZİRAAT FAKÜLTESİ,Tarım Ekonomisi
std869,84,80,ZİRAAT FAKÜLTESİ,Tarım Ekonomisi
std870,72,68,ZİRAAT FAKÜLTESİ,Tarım Ekonomisi
std871,76,76,ZİRAAT FAKÜLTESİ,Tarım Ekonomisi
std872,64,80,ZİRAAT FAKÜLTESİ,Tarım Ekonomisi
std873,72,62,ZİRAAT FAKÜLTESİ,Tarım Ekonomisi
std874,88,52,ZİRAAT FAKÜLTESİ,Tarım Ekonomisi
std875,60,60,ZİRAAT FAKÜLTESİ,Tarım Ekonomisi
std876,64,60,ZİRAAT FAKÜLTESİ,Tarım Ekonomisi
std877,84,44,ZİRAAT FAKÜLTESİ,Tarım Ekonomisi
std878,85,68,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,İktisat
std879,80,80,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,İktisat
std880,65,56,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,İktisat
std881,60,60,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,İktisat
std882,60,64,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,İktisat
std883,85,52,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,İktisat
std884,55,68,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,İktisat
std885,85,72,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,İktisat
std886,80,48,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,İktisat
std887,70,60,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,İktisat
std888,80,68,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,İktisat
std889,45,72,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,İktisat
std890,45,70,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,İktisat
std891,60,60,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,İktisat
std892,80,52,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,İktisat
std893,60,64,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,İktisat
std894,60,60,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,İktisat
std895,45,70,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,İktisat
std896,100,64,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Maliye
std897,85,80,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Maliye
std898,85,88,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Maliye
std899,90,52,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Maliye
std900,100,48,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Maliye
std901,100,76,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Maliye
std902,100,68,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Maliye
std903,100,76,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Maliye
std904,85,76,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Maliye
std905,95,64,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Maliye
std906,95,72,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Maliye
std907,100,64,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Maliye
std908,95,52,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Maliye
std909,95,64,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Maliye
std910,90,44,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Maliye
std911,100,44,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Maliye
std912,75,68,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Maliye
std913,45,76,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Maliye
std914,60,60,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Maliye
std915,90,72,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Maliye
std916,100,56,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Maliye
std917,100,80,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Maliye
std918,65,70,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Maliye
std919,100,56,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Maliye
std920,95,52,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Maliye
std921,100,64,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Maliye
std922,100,68,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Maliye
std923,85,60,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Maliye
std924,100,48,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Maliye
std925,100,60,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Maliye
std926,100,68,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Maliye
std927,90,48,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Maliye
std928,70,64,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Maliye
std929,45,70,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Maliye
std930,100,48,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Maliye
std931,100,56,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Maliye
std932,80,68,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Maliye
std933,80,56,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Maliye
std934,100,88,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Maliye
std935,95,56,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Maliye
std936,95,85,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Maliye
std937,75,60,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Maliye
std938,95,80,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Maliye
std939,100,76,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Maliye
std940,90,52,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Maliye
std941,65,56,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Maliye
std942,90,40,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Maliye
std943,40,74,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Maliye
std944,90,60,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Maliye
std945,70,60,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Maliye
std946,90,60,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Maliye
std947,70,60,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Maliye
std948,85,64,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Maliye
std949,90,52,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Maliye
std950,40,36,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Maliye
std951,45,24,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Maliye
std952,15,28,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Maliye
std953,100,76,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,İşletme
std954,90,76,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,İşletme
std955,100,76,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,İşletme
std956,70,60,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,İşletme
std957,75,72,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,İşletme
std958,75,56,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,İşletme
std959,85,72,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,İşletme
std960,70,72,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,İşletme
std961,70,60,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,İşletme
std962,60,60,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,İşletme
std963,70,56,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,İşletme
std964,60,60,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,İşletme
std965,50,70,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,İşletme
std966,10,98,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,İşletme
std967,35,80,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,İşletme
std968,90,60,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,İşletme
std969,85,68,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,İşletme
std970,90,52,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,İşletme
std971,95,76,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,İşletme
std972,45,75,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std973,45,36,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std974,15,95,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std975,55,65,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std976,25,85,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std977,75,60,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std978,70,64,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std979,100,48,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std980,100,68,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std981,80,72,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
